dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
1/2-1 BLANE,Repsol Norge AS,Producing,OIL,1/2-1,North sea,BLANE,01.07.2005,1989,,BUSINESS ARRANGEMENT AREA,BLANE UNIT,43814,3437650,1382,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43814,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3437650
1/3-1,,Production is unlikely,GAS,1/3-1,North sea,,,1968,,,,43820,,154,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43820,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43820
1/3-11 (Ipswich),,Production is unlikely,OIL,1/3-11,North sea,,,2008,,,,4999216,,5806,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4999216,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4999216
1/3-3 TAMBAR,Aker BP ASA,Producing,OIL,1/3-3,North sea,TAMBAR,10.04.2000,1983,,PRODUCTION LICENSE,065,43826,1028599,87,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43826,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1028599
1/3-6 OSELVAR,Faroe Petroleum Norge AS,Producing,GAS/CONDENSATE,1/3-6,North sea,OSELVAR,19.06.2009,1991,,PRODUCTION LICENSE,274,43832,5506919,1521,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43832,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5506919
1/3-K-5 TAMBAR ØST,Aker BP ASA,Producing,OIL,1/3-K-5,North sea,TAMBAR ØST,28.06.2007,2007,,BUSINESS ARRANGEMENT AREA,TAMBAR ØST UNIT,4999519,4999528,5485,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4999519,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4999528
1/5-2 FLYNDRE,Maersk Oil Norway AS,Approved for production,OIL,1/5-2,North sea,FLYNDRE,23.05.2014,1974,,PRODUCTION LICENSE,018 C,43838,24635035,238,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43838,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=24635035
1/5-3 S,Total E&P Norge AS,Production is unlikely,OIL,1/5-3 S,North sea,,,1998,,PRODUCTION LICENSE,618,3000726,,3257,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3000726,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=3000726
1/6-1 ALBUSKJELL,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,1/6-1,North sea,ALBUSKJELL,25.04.1975,1972,,PRODUCTION LICENSE,018,43844,43437,239,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43844,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43437
1/9-1 TOMMELITEN ALPHA,ConocoPhillips Skandinavia AS,"Production likely, but unclarified",GAS/CONDENSATE,1/9-1,North sea,,,1977,,BUSINESS ARRANGEMENT AREA,TOMMELITEN UNIT,43850,,243,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43850,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43850
1/9-4 TOMMELITEN GAMMA,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,1/9-4,North sea,TOMMELITEN GAMMA,12.06.1986,1978,,BUSINESS ARRANGEMENT AREA,TOMMELITEN UNIT,43856,43444,247,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43856,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43444
15/12 Flemming,Repsol Norge AS,Production is unlikely,,?,North sea,,,1991,,PRODUCTION LICENSE,038,48241,,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=48241,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=48241
15/12-12 REV,Repsol Norge AS,Producing,OIL/GAS,15/12-12,North sea,REV,15.06.2007,2001,,PRODUCTION LICENSE,038 C,1626017,4467554,3391,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1626017,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467554
15/12-18 S (Storskrymten),MOL Norge AS,Production is unlikely,OIL,15/12-18 S,North sea,,,2007,,PRODUCTION LICENSE,773,4554315,,5607,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4554315,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4554315
15/12-21 (Grevling),Repsol Norge AS,Production is unlikely,OIL,15/12-21,North sea,,,2009,,PRODUCTION LICENSE,038 D,5490719,,6047,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490719,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5490719
15/12-4 VARG,Repsol Norge AS,Shut down,OIL,15/12-4,North sea,VARG,03.05.1996,1984,,PRODUCTION LICENSE,038,43868,43451,438,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43868,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43451
15/12-8,Repsol Norge AS,Production is unlikely,GAS/CONDENSATE,15/12-8,North sea,,,1991,,PRODUCTION LICENSE,038 C,43874,,1778,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43874,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43874
15/3-1 S GUDRUN,Statoil Petroleum AS,Producing,GAS/CONDENSATE,15/3-1 S,North sea,GUDRUN,16.06.2010,1975,,PRODUCTION LICENSE,025,43880,18116481,309,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43880,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18116481
15/3-4 (Sigrun),Statoil Petroleum AS,Production is unlikely,OIL/GAS,15/3-4,North sea,,,1982,,PRODUCTION LICENSE,025,43886,,314,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43886,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43886
15/5 (J-Struktur),Statoil Petroleum AS,Production is unlikely,GAS,?,,,,1984,,PRODUCTION LICENSE,866,5268233,,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5268233,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5268233
15/5 ENOCH/SELE,Talisman Sinopec North Sea Limited,Producing,OIL,?,North sea,ENOCH,01.07.2005,1985,,BUSINESS ARRANGEMENT AREA,ENOCH UNIT,48253,3437659,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=48253,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3437659
15/5-1 GINA KROG,Statoil Petroleum AS,Approved for production,OIL/GAS,15/5-1,North sea,GINA KROG,21.05.2013,1978,,BUSINESS ARRANGEMENT AREA,GINA KROG UNIT,43892,23384544,315,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43892,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23384544
15/5-2 EIRIN,Statoil Petroleum AS,"Production likely, but unclarified",GAS,15/5-2,North sea,,,1978,,PRODUCTION LICENSE,048 E,43898,,316,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43898,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43898
15/5-5 GLITNE,,Shut down,OIL,15/5-5,North sea,GLITNE,08.09.2000,1995,,,,43904,1272071,2635,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43904,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1272071
15/6-10 (Freke),Aker BP ASA,Production is unlikely,GAS/CONDENSATE,15/6-10,North sea,,,2009,,PRODUCTION LICENSE,814,5490439,,6030,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490439,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5490439
15/6-12 (McHenry),Statoil Petroleum AS,Production is unlikely,OIL,15/6-12,North sea,,,2011,,BUSINESS ARRANGEMENT AREA,GINA KROG UNIT,20415304,,6518,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20415304,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20415304
15/6-13,Statoil Petroleum AS,Production is unlikely,OIL/GAS,15/6-13,North sea,,,2015,,BUSINESS ARRANGEMENT AREA,GINA KROG UNIT,26443908,,7667,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26443908,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=26443908
15/6-3 SLEIPNER VEST,Statoil Petroleum AS,Producing,GAS,15/6-3,North sea,SLEIPNER VEST,14.12.1992,1974,,BUSINESS ARRANGEMENT AREA,SLEIPNER VEST UNIT,43910,43457,318,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43910,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43457
15/8-1 UTGARD,Statoil Petroleum AS,Approved for production,GAS,15/8-1,North sea,UTGARD,17.01.2017,1982,,BUSINESS ARRANGEMENT AREA,UTGARD UNIT,43916,28975098,321,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43916,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=28975098
15/9-15 GUNGNE,Statoil Petroleum AS,Producing,GAS,15/9-15,North sea,GUNGNE,29.08.1995,1982,,PRODUCTION LICENSE,046,43922,43464,74,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43922,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43464
15/9-19 S VOLVE,Statoil Petroleum AS,Shut down,OIL,15/9-19 SR,North sea,VOLVE,22.04.2005,1993,,PRODUCTION LICENSE,046 BS,43934,3420717,2105,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43934,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3420717
15/9-9 SLEIPNER ØST,Statoil Petroleum AS,Producing,GAS/CONDENSATE,15/9-9,North sea,SLEIPNER ØST,15.12.1986,1981,,BUSINESS ARRANGEMENT AREA,SLEIPNER ØST UNIT,43946,43478,328,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43946,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43478
16/1-12 (Rolvsnes),Lundin Norway AS,"Production likely, but unclarified",OIL,16/1-12,North sea,,,2009,,PRODUCTION LICENSE,338 C,17196400,,6166,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17196400,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=17196400
16/1-14 (Apollo),Lundin Norway AS,"Production likely, but unclarified",OIL,16/1-14,North sea,,,2010,,PRODUCTION LICENSE,338,18437181,,6399,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18437181,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=18437181
16/1-26 S,Aker BP ASA,Production not evaluated,OIL/GAS,16/1-26 S,North sea,,,2016,,PRODUCTION LICENSE,001 B,28245194,,7915,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28245194,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=28245194
16/1-4,Lundin Norway AS,Production is unlikely,GAS/CONDENSATE,16/1-4,North sea,,,1993,,PRODUCTION LICENSE,338,3000757,,2072,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3000757,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=3000757
16/1-6 S (Verdandi),Statoil Petroleum AS,Production is unlikely,GAS,16/1-6 S,North sea,,,2003,,PRODUCTION LICENSE,167,2449370,,4711,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2449370,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=2449370
16/1-8 EDVARD GRIEG,Lundin Norway AS,Producing,OIL,16/1-8,North sea,EDVARD GRIEG,11.06.2012,2007,,PRODUCTION LICENSE,338,4530554,21675433,5612,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4530554,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21675433
16/1-9 IVAR AASEN,Aker BP ASA,Producing,OIL,16/1-9,North sea,IVAR AASEN,21.05.2013,2008,,BUSINESS ARRANGEMENT AREA,IVAR AASEN UNIT,4972697,23384520,5773,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972697,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23384520
16/2-3 (Ragnarock),Statoil Petroleum AS,Production not evaluated,OIL,16/2-3,North sea,,,2007,,PRODUCTION LICENSE,265,4527337,,5551,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4527337,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4527337
16/2-4,Statoil Petroleum AS,Production not evaluated,OIL/GAS,16/2-4,North sea,,,2007,,PRODUCTION LICENSE,265,17237080,,5625,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17237080,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=17237080
16/2-5,Statoil Petroleum AS,Production not evaluated,GAS,16/2-5,North sea,,,2009,,PRODUCTION LICENSE,265,5490457,,6042,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490457,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5490457
16/2-6 JOHAN SVERDRUP,Statoil Petroleum AS,Approved for production,OIL,16/2-6,North sea,JOHAN SVERDRUP,18.06.2015,2010,,BUSINESS ARRANGEMENT AREA,JOHAN SVERDRUP UNIT,18387202,26376286,6374,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18387202,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=26376286
16/4-4 (Biotitt),,Production is unlikely,GAS/CONDENSATE,16/4-4,North sea,,,2007,,,,4445817,,5441,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4445817,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4445817
16/4-6 S (Luno II),Lundin Norway AS,Production in clarification phase,OIL,16/4-6 S,North sea,,,2013,,PRODUCTION LICENSE,359,23295901,,7098,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23295901,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23295901
16/7-10,,Production is unlikely,GAS,16/7-10,North sea,,,2011,,,,21060729,,6607,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21060729,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=21060729
16/7-2,,Production is unlikely,GAS,16/7-2,North sea,,,1982,,,,43952,,40,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43952,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43952
16/7-4 SIGYN,ExxonMobil Exploration and Production Norway AS,Producing,GAS/CONDENSATE,16/7-4,North sea,SIGYN,31.08.2001,1982,,PRODUCTION LICENSE,072,45625,1630100,91,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45625,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1630100
17/12-1 VETTE,,Production is unlikely,OIL,17/12-1 R,North sea,,,1972,,,,43964,,514,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43964,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43964
17/12-2 (Brisling),,Production is unlikely,OIL,17/12-2,North sea,,,1973,,,,43970,,340,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43970,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43970
17/3-1,DEA Norge AS,Production is unlikely,GAS,17/3-1,North sea,,,1995,,PRODUCTION LICENSE,781,43976,,2576,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43976,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43976
18/10-1 (Mackerel),,Production is unlikely,OIL,18/10-1,North sea,,,1980,,,,43982,,342,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43982,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43982
2/1-11,,Production is unlikely,OIL,2/1-11,North sea,,,1997,,,,43988,,2699,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43988,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=43988
2/11-2 HOD,Aker BP ASA,Producing,OIL,2/11-2,North sea,HOD,26.06.1988,1974,,PRODUCTION LICENSE,033,44000,43485,285,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44000,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43485
2/12-1 MJØLNER,DONG E&P Norge AS,Production in clarification phase,OIL,2/12-1,North sea,,,1987,,PRODUCTION LICENSE,113,44006,,1014,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44006,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44006
2/1-3 GYDA,Repsol Norge AS,Producing,OIL,2/1-3,North sea,GYDA,02.06.1987,1980,,PRODUCTION LICENSE,019 B,44012,43492,251,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44012,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43492
2/2-1 (Møyfrid),A/S Norske Shell,Production is unlikely,OIL/GAS,2/2-1,North sea,,,1982,,PRODUCTION LICENSE,862,44024,,46,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44024,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44024
2/2-2 (Desmond),A/S Norske Shell,Production is unlikely,GAS,2/2-2,North sea,,,1982,,PRODUCTION LICENSE,862,44030,,80,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44030,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44030
2/2-5 (Bumblebee),A/S Norske Shell,Production is unlikely,OIL,2/2-5,North sea,,,1992,,PRODUCTION LICENSE,862,44036,,1846,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44036,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44036
2/3-1 (Løven),A/S Norske Shell,Production is unlikely,GAS,2/3-1,North sea,,,1969,,PRODUCTION LICENSE,862,44042,,162,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44042,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44042
2/4-10,ConocoPhillips Skandinavia AS,Production is unlikely,OIL,2/4-10,North sea,,,1973,,PRODUCTION LICENSE,018,44048,,254,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44048,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44048
2/4-11 (Espen),Statoil Petroleum AS,Production is unlikely,OIL,2/4-11,North sea,,,1974,,PRODUCTION LICENSE,146,44054,,255,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44054,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44054
2/4-17 TJALVE,ConocoPhillips Skandinavia AS,Production not evaluated,GAS/CONDENSATE,2/4-17,North sea,,,1992,,PRODUCTION LICENSE,018,44066,,1792,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44066,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44066
2/4-2 EKOFISK,ConocoPhillips Skandinavia AS,Producing,OIL,2/4-2,North sea,EKOFISK,01.03.1972,1969,,PRODUCTION LICENSE,018,44072,43506,172,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44072,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43506
2/4-21 (King Lear),Statoil Petroleum AS,"Production likely, but unclarified",GAS/CONDENSATE,2/4-21,North sea,,,2012,,PRODUCTION LICENSE,146,21669700,,6736,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21669700,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=21669700
2/4-22 S (Romeo),Statoil Petroleum AS,Production is unlikely,OIL,2/4-22 S,North sea,,,2015,,PRODUCTION LICENSE,146,26264813,,7535,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26264813,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=26264813
2/4-6 VEST EKOFISK,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,2/4-6,North sea,VEST EKOFISK,04.05.1973,1970,,PRODUCTION LICENSE,018,44078,43513,181,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44078,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43513
2/5-1 TOR,ConocoPhillips Skandinavia AS,Shut down,OIL,2/5-1,North sea,TOR,04.05.1973,1970,,BUSINESS ARRANGEMENT AREA,TOR UNIT,44084,43520,178,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44084,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43520
2/5-11 (Tjatse),MOL Norge AS,Production is unlikely,OIL,2/5-11,North sea,,,1997,,PRODUCTION LICENSE,808,46293,,3084,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=46293,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=46293
2/5-3 (Sørøst Tor),Faroe Petroleum Norge AS,"Production likely, but unclarified",OIL,2/5-3,North sea,,,1972,,PRODUCTION LICENSE,006 C,44090,,258,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44090,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44090
2/5-4 (Siv),Aker BP ASA,Production is unlikely,OIL,2/5-4,North sea,,,1972,,PRODUCTION LICENSE,724,44096,,259,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44096,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44096
2/5-7,MOL Norge AS,Production is unlikely,OIL,2/5-7,North sea,,,1984,,PRODUCTION LICENSE,808,44102,,25,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44102,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44102
2/6-5,MOL Norge AS,Production is unlikely,OIL,2/6-5,North sea,,,1997,,PRODUCTION LICENSE,860,44108,,2885,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44108,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44108
2/7-1 ELDFISK,ConocoPhillips Skandinavia AS,Producing,OIL,2/7-1,North sea,ELDFISK,25.04.1975,1970,,PRODUCTION LICENSE,018,44114,43527,179,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44114,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43527
2/7-19 (Ebba),ConocoPhillips Skandinavia AS,Production is unlikely,OIL,2/7-19,North sea,,,1981,,PRODUCTION LICENSE,018,44120,,1367,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44120,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44120
2/7-2,ConocoPhillips Skandinavia AS,Production is unlikely,OIL/GAS,2/7-2,North sea,,,1971,,PRODUCTION LICENSE,018,44126,,187,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44126,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44126
2/7-20 EMBLA,ConocoPhillips Skandinavia AS,Producing,OIL,2/7-20,North sea,EMBLA,14.12.1990,1988,,PRODUCTION LICENSE,018,44132,43534,1062,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44132,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43534
2/7-22,,Production is unlikely,GAS,2/7-22,North sea,,,1990,,,,44138,,1495,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44138,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44138
2/7-29,,Production is unlikely,OIL,2/7-29,North sea,,,1994,,,,44144,,2124,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44144,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44144
2/7-4 EDDA,ConocoPhillips Skandinavia AS,Shut down,OIL,2/7-4,North sea,EDDA,25.04.1975,1972,,PRODUCTION LICENSE,018,44150,43541,263,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44150,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43541
2/8-6 VALHALL,Aker BP ASA,Producing,OIL,2/8-6,North sea,VALHALL,02.06.1977,1975,,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,44162,43548,276,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44162,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43548
24/12-3 S,,Production is unlikely,OIL,24/12-3 S,North sea,,,1996,,,,44168,,2823,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44168,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44168
