dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
31/4-A-30 B,Wintershall Norge AS,Included in other discovery,OIL,31/4-A-30 B,North sea,BRAGE,23.04.2004,2004,31/4-3 BRAGE,BUSINESS ARRANGEMENT AREA,BRAGE UNIT,2820014,43651,4890,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2820014,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43651
33/12-8 A SKINFAKS,Statoil Petroleum AS,Included in other discovery,OIL/GAS,33/12-8 A,North sea,GULLFAKS SØR,11.02.2005,2002,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,2074147,43699,4532,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074147,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
33/12-8 S SKINFAKS ,Statoil Petroleum AS,Included in other discovery,OIL/GAS,33/12-8 S,North sea,GULLFAKS SØR,11.02.2005,2002,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,2074087,43699,4493,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074087,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
33/12-9 S (Skinfaks Sør),Statoil Petroleum AS,Included in other discovery,OIL,33/12-9 S,North sea,GULLFAKS SØR,08.12.2016,2012,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,21334454,43699,6729,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21334454,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-17 RIMFAKS,Statoil Petroleum AS,Included in other discovery,OIL/GAS,34/10-17,North sea,GULLFAKS SØR,06.03.2000,1983,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,44600,43699,5,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44600,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-34 GULLFAKS VEST,Statoil Petroleum AS,Included in other discovery,OIL,34/10-34,North sea,GULLFAKS,06.03.2000,1991,34/10-1 GULLFAKS,PRODUCTION LICENSE,050,44624,43686,1747,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44624,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-37 GULLVEIG,Statoil Petroleum AS,Included in other discovery,OIL/GAS,34/10-37,North sea,GULLFAKS SØR,06.03.2000,1995,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,44630,43699,2431,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44630,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-43 S,Statoil Petroleum AS,Included in other discovery,OIL,34/10-43 S,North sea,GULLFAKS SØR,23.11.2001,2001,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,1628630,43699,4247,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1628630,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-44 S RIMFAKS LUNDE,Statoil Petroleum AS,Included in other discovery,OIL/GAS,34/10-44 S,North sea,GULLFAKS SØR,29.11.2001,2001,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,1630418,43699,4422,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630418,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-45 B,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,34/10-45 B,North sea,GULLFAKS,03.02.2004,2003,34/10-1 GULLFAKS,PRODUCTION LICENSE,050,2482767,43686,4824,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2482767,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-45 S,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,34/10-45 S,North sea,GULLFAKS,27.02.2002,2002,34/10-1 GULLFAKS,PRODUCTION LICENSE,050,1853762,43686,4450,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1853762,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-46 A,Statoil Petroleum AS,Included in other discovery,OIL/GAS,34/10-46 A,North sea,GULLFAKS,25.11.2002,2002,34/10-1 GULLFAKS,PRODUCTION LICENSE,050,2066044,43686,4500,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2066044,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-46 S,Statoil Petroleum AS,Included in other discovery,GAS,34/10-46 S,North sea,GULLFAKS,01.01.2003,2002,34/10-46 A,PRODUCTION LICENSE,050,23296579,43686,4489,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23296579,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-47 S GULLTOPP,Statoil Petroleum AS,Included in other discovery,OIL,34/10-47 S,North sea,GULLFAKS SØR,07.11.2004,2002,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,2144184,43699,4609,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2144184,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-49 S ALUN,Statoil Petroleum AS,Included in other discovery,OIL,34/10-49 S,North sea,GULLFAKS SØR,30.11.2006,2006,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,4038603,43699,5140,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4038603,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-49 S EPIDOT,Statoil Petroleum AS,Included in other discovery,OIL,34/10-49 S,North sea,GULLFAKS SØR,30.11.2006,2006,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,4038668,43699,5140,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4038668,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-52 A,Statoil Petroleum AS,Included in other discovery,GAS,34/10-52 A,North sea,GULLFAKS SØR,11.12.2014,2011,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,21060702,43699,6657,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21060702,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-52 B,Statoil Petroleum AS,Included in other discovery,OIL/GAS,34/10-52 B,North sea,GULLFAKS SØR,11.12.2014,2011,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,21060720,43699,6658,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21060720,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-53 A,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,34/10-53 A,North sea,GULLFAKS SØR,12.12.2013,2011,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,20474194,43699,6495,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20474194,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-53 S,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,34/10-53 S,North sea,GULLFAKS SØR,12.12.2013,2011,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,20415280,43699,6212,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20415280,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/10-54 A,Statoil Petroleum AS,Included in other discovery,GAS,34/10-54 A,North sea,VALEMON,15.12.2015,2014,34/10-23 VALEMON,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,24617709,20460969,7254,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24617709,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20460969
34/10-54 S,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,34/10-54 S,North sea,VALEMON,15.12.2015,2014,34/10-23 VALEMON,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,24617878,20460969,7253,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24617878,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20460969
34/10-A-8,Statoil Petroleum AS,Included in other discovery,OIL,34/10-A-8,North sea,GULLFAKS,12.12.2013,2012,34/10-1 GULLFAKS,PRODUCTION LICENSE,050,23375060,43686,1053,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23375060,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-C-18 A,Statoil Petroleum AS,Included in other discovery,OIL/GAS,34/10-C-18 A,North sea,GIMLE,08.12.2016,2013,34/10-48 S GIMLE,BUSINESS ARRANGEMENT AREA,GIMLE UNIT,24618030,4005142,6795,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24618030,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4005142
34/10-K-2 H GULLVEIG,Statoil Petroleum AS,Included in other discovery,GAS,34/10-K-2 H,North sea,GULLFAKS SØR,30.09.1999,1998,34/10-2 GULLFAKS SØR,PRODUCTION LICENSE,050,2417063,43699,3360,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2417063,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
34/3-3 S,A/S Norske Shell,Included in other discovery,OIL,34/3-3 S,North sea,KNARR,10.12.2012,2011,34/3-1 S KNARR,PRODUCTION LICENSE,373 S,21124644,20460988,6588,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21124644,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20460988
34/4-12 A,Statoil Petroleum AS,Included in other discovery,OIL,34/4-12 A,North sea,SNORRE,24.11.2010,2010,34/4-1 SNORRE,BUSINESS ARRANGEMENT AREA,SNORRE UNIT,18082189,43718,6316,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18082189,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43718
34/7-21 BORG,Statoil Petroleum AS,Included in other discovery,OIL,34/7-21,North sea,TORDIS,07.01.2003,1992,34/7-12 TORDIS,PRODUCTION LICENSE,089,44690,43725,2026,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44690,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43725
34/7-22 TORDIS ØST,Statoil Petroleum AS,Included in other discovery,OIL,34/7-22,North sea,TORDIS,07.01.2003,1993,34/7-12 TORDIS,PRODUCTION LICENSE,089,44696,43725,2167,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44696,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43725
34/7-23 S,Statoil Petroleum AS,Included in other discovery,OIL,34/7-23 S,North sea,VIGDIS,23.11.2001,1994,34/7-8 VIGDIS,PRODUCTION LICENSE,089,44702,43732,2296,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44702,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43732
34/7-25 S,Statoil Petroleum AS,Included in other discovery,OIL,34/7-25 S,North sea,TORDIS,15.10.2000,1996,34/7-12 TORDIS,PRODUCTION LICENSE,089,44708,43725,2863,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44708,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43725
34/7-34,Statoil Petroleum AS,Included in other discovery,OIL,34/7-34,North sea,VIGDIS,03.12.2009,2009,34/7-8 VIGDIS,PRODUCTION LICENSE,089,5490421,43732,5973,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490421,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43732
34/8-12 S,Statoil Petroleum AS,Included in other discovery,OIL,34/8-12 S,North sea,GIMLE,18.05.2006,2001,34/10-48 S GIMLE,BUSINESS ARRANGEMENT AREA,GIMLE UNIT,1853123,4005142,4424,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1853123,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4005142
34/8-13 A,Statoil Petroleum AS,Included in other discovery,OIL,34/8-13 A,North sea,VISUND,13.12.2013,2009,34/8-1 VISUND,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,5490448,43745,6024,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490448,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745
34/8-13 S,Statoil Petroleum AS,Included in other discovery,OIL,34/8-13 S,North sea,VISUND,13.12.2013,2009,34/8-13 A,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,5798457,43745,6025,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5798457,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745
34/8-15 S,Statoil Petroleum AS,Included in other discovery,GAS,34/8-15 S,North sea,VISUND,12.12.2013,2013,34/8-1 VISUND,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,23410379,43745,7072,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23410379,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745
34/8-17 S,Statoil Petroleum AS,Included in other discovery,GAS,34/8-17 S,North sea,VISUND,11.12.2014,2014,34/8-1 VISUND,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,24612277,43745,7310,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24612277,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745
34/8-4 S,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,34/8-4 S,North sea,VISUND,06.05.1997,1991,34/8-1 VISUND,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,44726,43745,1683,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44726,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745
35/11-2 VEGA SØR,Wintershall Norge AS,Included in other discovery,OIL/GAS,35/11-2,North sea,VEGA,30.08.2012,1987,35/8-1 VEGA,BUSINESS ARRANGEMENT AREA,VEGA UNIT,44744,4467595,893,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44744,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467595
35/11-7,Statoil Petroleum AS,Included in other discovery,OIL/GAS,35/11-7,North sea,FRAM,23.03.2001,1992,35/11-4 FRAM,PRODUCTION LICENSE,090,44756,1578840,1979,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44756,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578840
35/11-8 S,Statoil Petroleum AS,Included in other discovery,OIL/GAS,35/11-8 S,North sea,FRAM,23.03.2001,1996,35/11-4 FRAM,PRODUCTION LICENSE,090,44762,1578840,2772,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44762,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578840
35/11-B-23-H,Statoil Petroleum AS,Included in other discovery,OIL,35/11-B-23 H,North sea,FRAM,05.12.2008,2008,35/11-4 FRAM,PRODUCTION LICENSE,090,4972656,1578840,5641,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972656,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578840
35/3-7 S,Wellesley Petroleum AS,Included in other discovery,GAS,35/3-7 S,North sea,,,2009,35/3-2 AGAT,PRODUCTION LICENSE,884,17221700,,6154,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17221700,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=17221700
35/8-2 VEGA,Wintershall Norge AS,Included in other discovery,GAS/CONDENSATE,35/8-2,North sea,VEGA,14.06.2007,1982,35/8-1 VEGA,BUSINESS ARRANGEMENT AREA,VEGA UNIT,44780,4467595,434,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44780,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467595
35/9-2,ENGIE E&P Norge AS,Included in other discovery,OIL/GAS,35/9-2,North sea,GJØA,14.06.2007,1991,35/9-1 GJØA,PRODUCTION LICENSE,153,2449421,4467574,1600,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2449421,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467574
36/7-1,ENGIE E&P Norge AS,Included in other discovery,OIL/GAS,36/7-1,North sea,GJØA,14.06.2007,1996,35/9-1 GJØA,PRODUCTION LICENSE,153,44792,4467574,1794,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44792,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467574
6406/12-3 A (Bue),VNG Norge AS,Included in other discovery,OIL,6406/12-3 A,Norwegian sea,,,2014,6406/12-3 S (Pil),PRODUCTION LICENSE,586,24689696,,7432,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24689696,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24689696
6407/1-3 TYRIHANS NORD,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,6407/1-3,Norwegian sea,TYRIHANS,16.02.2006,1984,6407/1-2 TYRIHANS SØR,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,44858,3960848,29,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44858,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3960848
6407/6-7 S MIKKEL SØR,Statoil Petroleum AS,Included in other discovery,GAS,6407/6-7 S,Norwegian sea,,,2009,6407/6-6 MIKKEL SØR,PRODUCTION LICENSE,312,5506872,,6100,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5506872,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5506872
6407/7-6,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,6407/7-6,Norwegian sea,NJORD,25.11.2004,2000,6407/7-1 S NJORD,BUSINESS ARRANGEMENT AREA,NJORD UNIT,1341958,43751,4172,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1341958,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43751
6407/7-7 S,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,6407/7-7 S,Norwegian sea,NJORD,11.12.2007,2007,6407/7-1 S NJORD,BUSINESS ARRANGEMENT AREA,NJORD UNIT,4527314,43751,5550,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4527314,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43751
6407/8-4 A,Statoil Petroleum AS,Included in other discovery,GAS,6407/8-4 A,Norwegian sea,,,2008,6407/8-4 S,PRODUCTION LICENSE,834,5010050,,5814,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010050,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5010050
6407/8-5 A,Statoil Petroleum AS,Included in other discovery,OIL,6407/8-5 A,Norwegian sea,HYME,24.06.2011,2009,6407/8-5 S HYME,PRODUCTION LICENSE,348,28578601,20474183,6153,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28578601,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20474183
6506/12-1 SMØRBUKK,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,6506/12-1,Norwegian sea,ÅSGARD,14.06.1996,1985,6507/11-1 MIDGARD,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,44900,43765,1004,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44900,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43765
6506/12-12 S,Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,6506/12-12 S,Norwegian sea,ÅSGARD,30.11.2011,2009,6507/11-1 MIDGARD,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,18104901,43765,6144,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18104901,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43765
6506/12-3 SMØRBUKK SØR,Statoil Petroleum AS,Included in other discovery,OIL,6506/12-3,Norwegian sea,ÅSGARD,14.06.1996,1985,6507/11-1 MIDGARD,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,45846,43765,468,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45846,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43765
6506/9-3 (Smørbukk Nord),Statoil Petroleum AS,Included in other discovery,GAS/CONDENSATE,6506/9-3,Norwegian sea,ÅSGARD,25.06.2014,2013,6507/11-1 MIDGARD,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,23465876,43765,7207,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23465876,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43765
6507/3-3 IDUN,Aker BP ASA,Included in other discovery,GAS,6507/3-3,Norwegian sea,SKARV,18.12.2007,1999,6507/5-1 SKARV,BUSINESS ARRANGEMENT AREA,SKARV UNIT,105867,4704482,3668,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=105867,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4704482
6507/3-5 S,Statoil Petroleum AS,Included in other discovery,OIL/GAS,6507/3-5 S,Norwegian sea,ALVE,05.12.2008,2008,6507/3-1 ALVE,PRODUCTION LICENSE,159 B,4972713,4444332,5307,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972713,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4444332
6507/3-9 S,Aker BP ASA,Included in other discovery,GAS,6507/3-9 S,Norwegian sea,SKARV,12.12.2013,2012,6507/5-1 SKARV,BUSINESS ARRANGEMENT AREA,SKARV UNIT,21695900,4704482,6951,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21695900,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4704482
6507/5-3 SNADD,Aker BP ASA,Included in other discovery,GAS,6507/5-3,Norwegian sea,SKARV,18.12.2007,2000,6507/5-1 SKARV,BUSINESS ARRANGEMENT AREA,SKARV UNIT,1036252,4704482,4059,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1036252,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4704482
6507/5-6 S,Aker BP ASA,Included in other discovery,GAS,6507/5-6 S,Norwegian sea,SKARV,24.11.2010,2010,6507/5-1 SKARV,BUSINESS ARRANGEMENT AREA,SKARV UNIT,18161414,4704482,6321,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18161414,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4704482
6507/7-15 S DVALIN,DEA Norge AS,Included in other discovery,GAS,6507/7-15 S,Norwegian sea,,,2012,6507/7-14 S DVALIN,PRODUCTION LICENSE,435,21667407,,6730,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21667407,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=21667407
6507/8-4 HEIDRUN NORD,Statoil Petroleum AS,Included in other discovery,OIL/GAS,6507/8-4,Norwegian sea,HEIDRUN,15.11.1999,1990,6507/7-2 HEIDRUN,BUSINESS ARRANGEMENT AREA,HEIDRUN UNIT,44936,43771,1340,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44936,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43771
6608/10-11 S (Trost),Statoil Petroleum AS,Included in other discovery,GAS,6608/10-11 S,Norwegian sea,URD,24.11.2010,2006,6608/10-6 SVALE,PRODUCTION LICENSE,128,4055854,2834734,5386,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4055854,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2834734
6608/10-14 S SKULD,Statoil Petroleum AS,Included in other discovery,OIL/GAS,6608/10-14 S,Norwegian sea,SKULD,20.01.2012,2010,6608/10-12 SKULD,PRODUCTION LICENSE,128,18086080,21350124,6306,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18086080,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21350124
6608/10-15 (Svale Nord),Statoil Petroleum AS,Included in other discovery,OIL,6608/10-15,Norwegian sea,URD,08.12.2016,2013,6608/10-6 SVALE,PRODUCTION LICENSE,128,23761901,2834734,7245,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23761901,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2834734
6608/10-4,Statoil Petroleum AS,Included in other discovery,OIL,6608/10-4,Norwegian sea,NORNE,17.01.1997,1994,6608/10-2 NORNE,BUSINESS ARRANGEMENT AREA,NORNE INSIDE,44948,43778,2256,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44948,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43778
6608/10-8 STÆR,Statoil Petroleum AS,Included in other discovery,OIL,6608/10-8,Norwegian sea,URD,02.07.2004,2002,6608/10-6 SVALE,PRODUCTION LICENSE,128,2074060,2834734,4439,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074060,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2834734
6608/10-9 LERKE,Statoil Petroleum AS,Included in other discovery,OIL,6608/10-9,Norwegian sea,URD,29.11.2005,2003,6608/10-6 SVALE,PRODUCTION LICENSE,128,2391586,2834734,4668,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2391586,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2834734
